BES_CULT,03/09/2014,60.35,30184
BES_CULT,06/25/2014,59.23,30210
BES_CULT,10/17/2014,61.48,27829
BES_CULT,03/30/2015,56.22,31327
BES_CULT,05/04/2016,50.73,30895
BES_CULT,06/22/2016,43.4,33502
BES_CULT,12/12/2016,50.81,30319
BES_CULT,06/07/2017,49.47,21990
BES_CULT,06/23/2017,52.76,21017
BES_ECON,03/09/2014,58.12,30184
BES_ECON,06/25/2014,57.16,30210
BES_ECON,10/17/2014,60.73,27829
BES_ECON,03/30/2015,52.08,31327
BES_ECON,09/13/2015,47.47,2987
BES_ECON,05/04/2016,52.06,30895
BES_ECON,06/22/2016,51.12,33502
BES_ECON,12/12/2016,40.31,30319
BES_ECON,06/07/2017,35.37,21990
BES_ECON,06/23/2017,38.51,21017
BES_ECON,10/01/2017,36.68,2194
BES_NUM,07/30/2001,75.15,2332
BES_NUM,10/30/2005,81.54,2102
BES_NUM,09/13/2015,75.39,2987
BES_NUM,10/01/2017,65.77,2194
BES_WELF,03/09/2014,70.19,30184
BES_WELF,06/25/2014,73.52,30211
BES_WELF,10/17/2014,76.03,27832
BES_WELF,05/06/2015,69.68,31327
BES_WELF,05/04/2016,71.96,30895
BES_WELF,06/22/2016,70.96,33502
BES_WELF,12/12/2016,60.32,30319
BES_WELF,06/07/2017,59.45,21990
BSA_ASI1,04/30/1983,97.45,1650
BSA_ASI1,05/30/1984,97.38,1562
BSA_ASI1,07/30/1986,97.18,1321
BSA_ASI1,06/30/1989,98.19,1297
BSA_ASI1,06/30/1990,96.53,1197
BSA_ASI1,07/30/1994,94.6,1945
BSA_ASI1,06/30/1995,97.33,1058
BSA_ASI1,06/30/1996,96.84,2047
BSA_AUS1,04/30/1983,63.76,1650
BSA_AUS1,05/30/1984,75.2,1562
BSA_AUS1,07/30/1986,79.73,1321
BSA_AUS1,06/30/1989,78.04,1297
BSA_AUS1,06/30/1990,78.33,1197
BSA_AUS1,07/30/1994,75.87,1945
BSA_AUS1,06/30/1995,71.04,1058
BSA_AUS1,06/30/1996,77.84,2047
BSA_CRIME,06/30/1995,39.21,1058
BSA_CRIME,05/14/2001,58.19,1962
BSA_CRIME,10/31/2003,58.29,873
BSA_CRIME,12/31/2005,64.66,3226
BSA_CRIME,09/05/2010,57.55,3075
BSA_CRIME,10/01/2017,48.99,984
BSA_CULT,06/30/1995,24.47,1058
BSA_CULT,09/30/1999,17.61,2718
BSA_CULT,05/14/2001,72.59,1935
BSA_CULT,07/30/2001,40.71,2331
BSA_CULT,10/31/2003,46.03,873
BSA_CULT,04/12/2005,40.82,3588
BSA_CULT,07/04/2005,37.38,1201
BSA_CULT,09/05/2010,47.24,1843
BSA_CULT2,09/30/2011,58.28,3311
BSA_CULT2,09/30/2013,56.68,3244
BSA_CULT2,10/01/2015,50.26,2167
BSA_ECN2,09/30/2011,63.95,3311
BSA_ECN2,09/30/2013,60.1,3244
BSA_ECN2,10/01/2015,45.64,2167
BSA_ECON,06/30/1995,69.06,1058
BSA_ECON,05/14/2001,35.99,1940
BSA_ECON,10/31/2003,65.43,873
BSA_ECON,12/31/2005,55.04,3226
BSA_ECON,09/05/2010,54.86,3075
BSA_ECON,10/01/2017,22.03,984
BSA_EEC,04/30/1983,86.53,1650
BSA_EEC,05/30/1984,90.04,1562
BSA_EEC,07/30/1986,89.01,1321
BSA_EEC,06/30/1989,83.54,1297
BSA_EEC,06/30/1990,86.29,1197
BSA_EEC,07/30/1994,82.2,1945
BSA_EEC,06/30/1995,83.52,1058
BSA_FAM1,04/30/1983,87.14,1650
BSA_FAM1,07/30/1986,85.6,1321
BSA_FAM1,06/30/1989,86.31,1297
BSA_FAM1,06/30/1990,84.86,1197
BSA_FAM1,07/30/1994,86.03,1945
BSA_FAM1,06/30/1995,87.07,1058
